,address,sqm,sqm0,rooms,floor,info,price,more,views,additional,additional0,facilities,data-lat,data-lng,adddate,editdate,id
5470," Yerevan, Davtashen, Dzor 2 district ",Area 400 SQ. M.Room 7+Storeys 3,,,," for sale in Dzor 2 district, Davtashen, Yerevan, 128015","800,000  / SQ. M. 2,000","Home space530 SQ. M.Land area400 SQ. M.Price (SQ. M.) 2,000Bathroom3Building typeStone Ceiling height3 MconditionNewly repaired ",1394,,,,40.2181019,44.4986442,Added in 26.12.2022 ,Edited in 28.03.2023 ,128015
5471," Yerevan, Arabkir, Arabkir 47 St ",Area 100 SQ. M.Room 3Floor/Storeys 2/4,,,,"3 bedrooms apartment for rent in new construction in Arabkir 47 St, Arabkir, Yerevan, 128485","1,400",Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ,1492,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Laminate flooring--Security system--Sunny--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
",40.183333,44.516667,Added in 23.01.2023 ,Edited in 21.04.2023 ,128485
5472," Yerevan, Davtashen, Sasna Tsrer St ",Area 120 SQ. M.Room 3Floor/Storeys 11/15,,,,"3 bedrooms apartment for rent in new construction in Sasna Tsrer St, Davtashen, Yerevan, 129260","2,000",Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ,684,"Furniture--Equipment--Euro windows--Open balcony--Sunny--View--Close to the bus station--Playground--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 14.02.2023 ,Edited in 14.02.2023 ,129260
5473," Yerevan, Davtashen, Davtashen 2 district ",Area 77 SQ. M.Room 3Floor/Storeys 1/9,,,,"3 bedrooms apartment for sale in Davtashen 2 district, Davtashen, Yerevan, 132557","125,000  / SQ. M. 1,623","Price (SQ. M.) 1,623Bathroom1Building typePanel Ceiling height2.8 MconditionGood ",310,"Euro windows--Grating --Balcony--Storage room--Basement--Tile--View--Bilateral--Close to the bus station--Parking--Garage--Playground--Gate--High first floor--Elevator--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 16.04.2023 ,Edited in 16.04.2023 ,132557
5474," Yerevan, Center, Tumanyan St ",Area 80 SQ. M.Room 3Floor/Storeys 4/5,,,,"3 bedrooms apartment for rent in Tumanyan St, Center, Yerevan, 129526","1,400",Bathroom1Building typeStone Ceiling height3.2 MconditionNewly repaired ,813,"Furniture--Equipment--Euro windows--Iron door--Tile--Parquet--Sunny--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 19.02.2023 ,Edited in 19.02.2023 ,129526
5475,,,,,,,,,,,,,,,,FOR SALE,
5476," Yerevan, Center, Hanrapetutyan St ",Area 55 SQ. M.Room 2Floor/Storeys 7/12,,,,"2 bedrooms apartment for rent in new construction in Hanrapetutyan St, Center, Yerevan, 128802","1,500",Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ,1707,"Furniture--Equipment--Euro windows--Open balcony--Tile--Parquet--Security system--Sunny--View--Roadside--Close to the bus station--Park--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--water 24/7--
",40.1767497,44.5157609,Added in 03.02.2023 ,Edited in 03.02.2023 ,128802
5477," Yerevan, Davtashen, Davtashen 1 district ",Area 600 SQ. M.,,,,"Land for sale sale in Davtashen 1 district, Davtashen, Yerevan, 130092","100,000  / SQ. M. 167",Price (SQ. M.) 167,511,,"Water--Electricity--Gas--
","Water--Electricity--Gas--
",40.183333,44.516667,Added in 03.03.2023 ,Edited in 03.03.2023 ,130092
5478," Yerevan, Arabkir, Kievyan St ",Area 33 SQ. M.Room 2Floor/Storeys 2/5,,,,"2 bedrooms apartment for rent in Kievyan St, Arabkir, Yerevan, 128946",900,Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ,774,"Furniture--Equipment--Euro windows--Iron door--Parquet--Sunny--View--Close to the bus station--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.197277,44.4925351,Added in 10.01.2023 ,Edited in 07.02.2023 ,128946
5479," Yerevan, Norq Marash, Xanzadyan St ",Area 68 SQ. M.Room 3Floor/Storeys 7/11,,,,"3 bedrooms apartment for rent in new construction in Xanzadyan St, Norq Marash, Yerevan, 126508","300,000",Bathroom1Building typeMonolit Ceiling height2.8 MconditionNewly repaired ,1089,,,,40.1901309,44.5426972,Added in 09.11.2022 ,Edited in 09.11.2022 ,126508
5480," Yerevan, Center, Tumanyan St ",Area 80 SQ. M.Room 2Floor/Storeys 3/5,,,,"2 bedrooms apartment for rent in Tumanyan St, Center, Yerevan, 8199",750,Bathroom1Building typeStone Ceiling height2.8 MconditionGood ,7289,"Sunny--Open balcony--Equipment--Furniture--
","Water--water 24/7--Electricity--Air-conditioner--Hot water--Gas--Heating--
","Water--water 24/7--Electricity--Air-conditioner--Hot water--Gas--Heating--
",40.1829508,44.5166621,Added in 05.09.2015 ,Edited in 08.07.2019 ,8199
5481," Yerevan, Arabkir, Mamikoniants St ",Area 70 SQ. M.Room 2Floor/Storeys 2/4,,,,"2 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 130023","123,000  / SQ. M. 1,757","Price (SQ. M.) 1,757Bathroom1Building typeOther Ceiling height3 MconditionGood ",629,"Furniture--Euro windows--Open balcony--Sunny--View--Close to the bus station--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
",40.2090158,44.5196476,Added in 01.03.2023 ,Edited in 01.03.2023 ,130023
5482," Yerevan, Avan, Tsarav Aghbyur St ",Area 400 SQ. M.,,,,"Land for sale sale in Tsarav Aghbyur St, Avan, Yerevan, 130886","110,000  / SQ. M. 275",Price (SQ. M.) 275,547,,"Sewerage, Canalization--Irrigation--water 24/7--Electricity--
","Sewerage, Canalization--Irrigation--water 24/7--Electricity--
",40.2162395,44.5533405,Added in 15.03.2023 ,Edited in 15.03.2023 ,130886
5483," Yerevan, Arabkir, A. Avetisyan St ",Area 1200 SQ. M.,,,,"Land for sale sale in A. Avetisyan St, Arabkir, Yerevan, 128967","1,920,000  / SQ. M. 1,600","Price (SQ. M.) 1,600",802,"Bilateral--
","Irrigation--Sewerage, Canalization--Electricity--Gas--Water--water 24/7--
","Irrigation--Sewerage, Canalization--Electricity--Gas--Water--water 24/7--
",40.1994334,44.5034232,Added in 08.02.2023 ,Edited in 08.02.2023 ,128967
5484," Yerevan, Center, Vardanants St ",Area 140 SQ. M.Room 4Floor/Storeys 12/17,,,,"4 bedrooms apartment for rent in new construction in Vardanants St, Center, Yerevan, 120992","2,000",Bathroom2Building typeOther Ceiling height3 MconditionNewly repaired ,1929,"Furniture--Equipment--Euro windows--Open balcony--Tile--Security system--Sunny--View--Roadside--Close to the bus station--Playground--Park--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Central heating--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Central heating--Gas--Water--water 24/7--
",40.1757491,44.5195344,Added in 18.04.2022 ,Edited in 18.04.2022 ,120992
5485," Yerevan, Center, Moskovyan St ",Area 80 SQ. M.Room 3Floor/Storeys 4/5,,,,"3 bedrooms apartment for sale in Moskovyan St, Center, Yerevan, 128426","399,000  / SQ. M. 4,988","Price (SQ. M.) 4,988Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ",1329,"Furniture--Equipment--Euro windows--Iron door--Balcony--Tile--Sunny--View--Roadside--Close to the bus station--Park--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
",40.1875111,44.5186406,Added in 21.01.2023 ,Edited in 02.02.2023 ,128426
5486," Yerevan, Arabkir, Adonts St ",Area 130 SQ. M.Room 4Floor/Storeys 7/10,,,,"4 bedrooms apartment for rent in new construction in Adonts St, Arabkir, Yerevan, 128730","1,500",Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ,868,"Furniture--Equipment--Euro windows--Iron door--Sunny--View--Close to the bus station--Elevator--
","Heating--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
","Heating--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
",40.2124197,44.5229777,Added in 13.06.2022 ,Edited in 01.02.2023 ,128730
5487," Yerevan, Center, Aygestan 9 St ",Area 103 SQ. M.Room 3Floor/Storeys 2/16,,,,"3 bedrooms apartment for sale in Aygestan 9 St, Center, Yerevan, 131576","215,000  / SQ. M. 2,087","Price (SQ. M.) 2,087Bathroom2Building typePanel Ceiling height2.8 MconditionNewly repaired ",361,"Euro windows--Balcony--Tile--Parquet--Sunny--Bilateral--Elevator--
","Heating--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1809727,44.5286298,Added in 27.10.2022 ,Edited in 18.04.2023 ,131576
5488," Yerevan, Arabkir, A. Khachatrian St ",Area 57 SQ. M.Room 3Floor/Storeys 2/5,,,,"3 bedrooms apartment for rent in A. Khachatrian St, Arabkir, Yerevan, 133039","1,300",Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ,109,"Furniture--Equipment--Euro windows--Open balcony--Tile--Sunny--View--Close to the bus station--
","Heating--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.2073101,44.5026981,Added in 26.04.2023 ,Edited in 26.04.2023 ,133039
5489," Yerevan, Arabkir, V.Vagharshyan St ",Area 142 SQ. M.Floor/Storeys 6/8,,,,"Commercial property for sale in V.Vagharshyan St, Arabkir, Yerevan, 124780","225,000  / SQ. M. 1,585","Into building142 SQ. M.Price (SQ. M.) 1,585Building typeOther Ceiling height2.8 MconditionGood ",1392,,,,40.2017171,44.499469,Added in 20.08.2022 ,Edited in 21.03.2023 ,124780
5490," Yerevan, Davtashen, Davtashen 4 district ",Area 76 SQ. M.Room 3Floor/Storeys 7/12,,,,"3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 125865","137,000  / SQ. M. 1,803","Price (SQ. M.) 1,803Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ",1864,,,,40.2254881,44.4946577,Added in 12.10.2022 ,Edited in 01.04.2023 ,125865
5491," Yerevan, Center, Moskovyan St ",Area 72 SQ. M.Room 3Floor/Storeys 3/5,,,,"3 bedrooms apartment for rent in Moskovyan St, Center, Yerevan, 10308","1,200",Bathroom1Building typeOther Ceiling height2.8 MconditionNewly repaired ,7625,"Sunny--Equipment--Furniture--
","Water--water 24/7--Electricity--Hot water--Gas--Heating--
","Water--water 24/7--Electricity--Hot water--Gas--Heating--
",40.1880349,44.5174169,Added in 05.10.2015 ,Edited in 11.08.2020 ,10308
5492," Yerevan, Center, Bayron St ",Area 147 SQ. M.Room 5Floor/Storeys 4/6,,,,"5 bedrooms apartment for sale in new construction in Bayron St, Center, Yerevan, 131080","750,000  / SQ. M. 5,102","Price (SQ. M.) 5,102Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ",459,,"Hot water--Gas--Heating--
","Hot water--Gas--Heating--
",40.1865263,44.5175286,Added in 18.03.2023 ,Edited in 18.03.2023 ,131080
5493," Yerevan, Center, Antarayin St ",Area 145 SQ. M.Room 3Floor/Storeys 4/7,,,,"3 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 133114","382,000  / SQ. M. 2,634","Price (SQ. M.) 2,634Bathroom2Building typeMonolit Ceiling height3.2 MconditionNewly repaired ",199,,"Elevator--Open balcony--Equipment--Furniture--
","Elevator--Open balcony--Equipment--Furniture--
",40.183333,44.516667,Added in 27.04.2023 ,Edited in 27.04.2023 ,133114
5494," Yerevan, Achapnyak, Fuchik St ",Area 130 SQ. M.Room 4Floor/Storeys 8/10,,,,"4 bedrooms apartment for sale in new construction in Fuchik St, Achapnyak, Yerevan, 125886","175,000  / SQ. M. 1,346","Price (SQ. M.) 1,346Bathroom1Building typeMonolit Ceiling height2.8 MconditionZero condition ",1708,,,,40.2053161,44.4768817,Added in 13.10.2022 ,Edited in 06.04.2023 ,125886
5495," Yerevan, Qanaqer-Zeytun, Sevak St ",Area 60 SQ. M.Room 2Floor/Storeys 9/15,,,,"2 bedrooms apartment for sale in Sevak St, Qanaqer-Zeytun, Yerevan, 132443","165,000  / SQ. M. 2,750","Price (SQ. M.) 2,750Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ",280,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Laminate flooring--
","Heating--Internet--Sewerage, Canalization--Electricity--Gas--Water--water 24/7--
","Heating--Internet--Sewerage, Canalization--Electricity--Gas--Water--water 24/7--
",40.2031872,44.5440248,Added in 12.04.2023 ,Edited in 12.04.2023 ,132443
5496," Yerevan, Center, Koryun St ",Area 50 SQ. M.Room 2Floor/Storeys 3/9,,,,"2 bedrooms apartment for rent in Koryun St, Center, Yerevan, 131319",800,Bathroom1Building typePanel Ceiling height2.8 MconditionGood ,447,"Furniture--Equipment--Euro windows--Iron door--Parquet--Sunny--View--Bilateral--Roadside--Close to the bus station--Parking--Park--Elevator--
","Heating--Internet--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1872332,44.5243879,Added in 22.03.2023 ,Edited in 22.03.2023 ,131319
5497," Yerevan, Arabkir, Komitas Ave ",Area 152 SQ. M.Room 3Floor/Storeys 15/17,,,,"3 bedrooms apartment for sale in new construction in Komitas Ave, Arabkir, Yerevan, 132203","410,000  / SQ. M. 2,697","Price (SQ. M.) 2,697Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ",371,"Euro windows--Open balcony--Tile--Sunny--View--Close to the bus station--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.2035902,44.4993142,Added in 18.01.2023 ,Edited in 20.04.2023 ,132203
5498," Yerevan, Davtashen, Sasna Tsrer St ",Area 114 SQ. M.Room 3Floor/Storeys 8/14,,,,"3 bedrooms apartment for sale in new construction in Sasna Tsrer St, Davtashen, Yerevan, 127210","305,000  / SQ. M. 2,675","Price (SQ. M.) 2,675Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ",1212,"Furniture--Equipment--Euro windows--Open balcony--Tile--Laminate flooring--Security system--Sunny--View--Playground--Park--Elevator--
","Internet--Hot water--Electricity--Central heating--water 24/7--
","Internet--Hot water--Electricity--Central heating--water 24/7--
",40.1872023,44.515209,Added in 28.11.2022 ,Edited in 22.04.2023 ,127210
5499," Yerevan, Center, Hanrapetutyan St ",Area 83 SQ. M.Room 3Floor/Storeys 2/4,,,,"3 bedrooms apartment for rent in Hanrapetutyan St, Center, Yerevan, 119082","141,000",Bathroom1Building typeOther Ceiling height2.8 MconditionGood ,1686,"Playground--Park--Roadside--Close to the bus station--View--Sunny--Open balcony--
","Water--water 24/7--Electricity--Hot water--Gas--
","Water--water 24/7--Electricity--Hot water--Gas--
",40.1789472,44.5206281,Added in 19.02.2022 ,Edited in 19.02.2022 ,119082
5500," Yerevan, Avan, Arinj ",Area 400 SQ. M.Room 4Storeys 3,,,," house for rent in Arinj, Avan, Yerevan, 125458","3,000",Home space180 SQ. M.Land area400 SQ. M.Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ,1902,"Furniture--Equipment--Fireplace--Euro windows--Iron door--Open balcony--Storage room--Tile--Heated floor--Security system--Swimming pool--Sunny--Bilateral--Parking--Playground--Park--Gate--Fence--Sauna--
","Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Water--water 24/7--
","Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Water--water 24/7--
",40.2220541,44.5734868,Added in 21.09.2022 ,Edited in 21.09.2022 ,125458
5501," Yerevan, Achapnyak, Norashen district ",Area 58 SQ. M.Room 2Floor/Storeys 3/16,,,,"2 bedrooms apartment for rent in Norashen district, Achapnyak, Yerevan, 131140",600,Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ,369,,"Water--water 24/7--Electricity--Hot water--Gas--Heating--
","Water--water 24/7--Electricity--Hot water--Gas--Heating--
",40.2124638,44.470005,Added in 23.12.2022 ,Edited in 20.03.2023 ,131140
5502," Yerevan, Arabkir, Adonts St ",Area 81 SQ. M.Room 3Floor/Storeys 7/9,,,,"3 bedrooms apartment for sale in new construction in Adonts St, Arabkir, Yerevan, 101143","200,000  / SQ. M. 2,469","Price (SQ. M.) 2,469Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ",2707,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Laminate flooring--Security system--Sunny--View--Roadside--Close to the bus station--Playground--Park--Elevator--
","Electricity--Central heating--Water--water 24/7--
","Electricity--Central heating--Water--water 24/7--
",40.210442,44.5287939,Added in 07.08.2020 ,Edited in 13.01.2023 ,101143
5503," Yerevan, Center, Tsitsernakaberd Highway ",Area 74 SQ. M.Room 2Floor/Storeys 6/22,,,,"2 bedrooms apartment for rent in new construction in Tsitsernakaberd Highway, Center, Yerevan, 131486","1,000",Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ,1508,"Furniture--Equipment--Open balcony--Elevator--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
",40.1792398,44.4895783,Added in 25.03.2023 ,Edited in 25.03.2023 ,131486
5504," Yerevan, Arabkir, Komitas Ave ",Area 63 SQ. M.Room 3Floor/Storeys 5/5,,,,"3 bedrooms apartment for rent in Komitas Ave, Arabkir, Yerevan, 127329","1,100",Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ,1184,,,,40.2057999,44.5062259,Added in 01.12.2022 ,Edited in 01.12.2022 ,127329
5505," Yerevan, Arabkir, Sose St ",Area 105 SQ. M.Room 3Floor/Storeys 2/13,,,,"3 bedrooms apartment for sale in new construction in Sose St, Arabkir, Yerevan, 133060","335,000  / SQ. M. 3,190","Price (SQ. M.) 3,190Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ",256,"Furniture--Equipment--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
",40.183333,44.516667,Added in 26.04.2023 ,Edited in 26.04.2023 ,133060
5506," Kotayk, Tsaghkadzor, Tsaghkadzor ",Area 1200 SQ. M.Room 4Storeys 2,,,," for sale in Tsaghkadzor, Tsaghkadzor, Kotayk, 106933","500,000  / SQ. M. 417",Home space279 SQ. M.Land area1200 SQ. M.Price (SQ. M.) 417Bathroom2Building typeStone Ceiling height2.8 MconditionGood ,2523,"Furniture--Equipment--Fireplace--Grating --Iron door--Open balcony--Basement--Sunny--View--Bilateral--Parking--Garage--Gate--Fence--
","Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Gas--Water--water 24/7--
","Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 04.02.2021 ,Edited in 13.04.2021 ,106933
5507," Yerevan, Arabkir, Komitas Ave ",Area 88 SQ. M.Room 3Floor/Storeys 4/9,,,,"3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 129238","160,000  / SQ. M. 1,818","Price (SQ. M.) 1,818Bathroom2Building typePanel Ceiling height2.8 MconditionGood ",1343,"Furniture--Equipment--Open balcony--
","Heating--Internet--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 14.02.2023 ,Edited in 03.04.2023 ,129238
5508," Yerevan, Arabkir, Keri St ",Area 1075 SQ. M.Room 7+Storeys 5,,,," for sale in Keri St, Arabkir, Yerevan, 96132","449,000  / SQ. M. 418",Home space1000 SQ. M.Land area1075 SQ. M.Price (SQ. M.) 418Bathroom5+Building typeMonolit Ceiling height3 MconditionZero condition ,3139,,,,40.2018842,44.4880595,Added in 13.03.2020 ,Edited in 10.02.2021 ,96132
5509," Yerevan, Arabkir, Ghapantsian St ",Area 87 SQ. M.Room 3Floor/Storeys 7/9,,,,"3 bedrooms apartment for sale in Ghapantsian St, Arabkir, Yerevan, 126662","95,000  / SQ. M. 1,092","Price (SQ. M.) 1,092Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ",1656,,,,40.2168665,44.5243759,Added in 15.11.2022 ,Edited in 15.11.2022 ,126662
5510," Yerevan, Center, Antarayin St ",Area 44 SQ. M.Room 2Floor/Storeys 4/7,,,,"2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 126641","120,000  / SQ. M. 2,727","Price (SQ. M.) 2,727Bathroom1Building typeMonolit Ceiling height2.8 MconditionGood ",1671,,,,40.193996,44.5090421,Added in 14.11.2022 ,Edited in 14.11.2022 ,126641
