,address,sqm,sqm0,rooms,floor,info,price,more,views,additional,additional0,facilities,data-lat,data-lng,adddate,editdate,id
1067," Yerevan, Center, Argishti St ",Area 55 SQ. M.Room 2Floor/Storeys 7/15,,,,"2 bedrooms apartment for rent in new construction in Argishti St, Center, Yerevan, 129843","1,500",Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ,617,"Furniture--Equipment--Open balcony--Sunny--View--Close to the bus station--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 28.01.2023 ,Edited in 27.02.2023 ,129843
1068," Yerevan, Center, G.Lusavorich St ",Area 57 SQ. M.Room 2Floor/Storeys 3/5,,,,"2 bedrooms apartment for sale in G.Lusavorich St, Center, Yerevan, 124741","185,000  / SQ. M. 3,246","Price (SQ. M.) 3,246Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ",2017,"Furniture--Equipment--Euro windows--Tile--Sunny--View--Roadside--Close to the bus station--Playground--Park--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1741177,44.5060819,Added in 17.08.2022 ,Edited in 24.10.2022 ,124741
1069," Yerevan, Center, Teryan St ",Area 85 SQ. M.Room 2Floor/Storeys 2/10,,,,"2 bedrooms apartment for rent in Teryan St, Center, Yerevan, 126070","1,722",Bathroom1Building typePanel Ceiling height2.8 Mcondition Newly repaired ,1695,"Furniture--Equipment--Euro windows--Open balcony--Tile--Sunny--View--Roadside--Close to the bus station--Playground--Park--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1856198,44.517895,Added in 22.10.2022 ,Edited in 22.10.2022 ,126070
1070," Aragatsotn, Ashtarak, Ashtarak ",Area 500 SQ. M.,,,,"Land for sale sale in Ashtarak, Ashtarak, Aragatsotn, 130658","10,000  / SQ. M. 20",Price (SQ. M.) 20,172,"View--
","Irrigation--Water--Electricity--Gas--
","Irrigation--Water--Electricity--Gas--
",40.183333,44.516667,Added in 12.03.2023 ,Edited in 12.03.2023 ,130658
1071," Yerevan, Vahagni district, Vahakni District ",Area 1465 SQ. M.Room 4Storeys 3,,,," for sale in Vahakni District, Vahagni district, Yerevan, 129987","1,084,000  / SQ. M. 740",Home space500 SQ. M.Land area1465 SQ. M.Price (SQ. M.) 740Bathroom4Building typeStone Ceiling height3 MconditionNewly repaired ,747,"Furniture--Equipment--Euro windows--Tile--Laminate flooring--Security system--Bilateral--Garage--Playground--Gate--Fence--
","Heating--Hot water--Irrigation--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Hot water--Irrigation--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 01.03.2023 ,Edited in 27.04.2023 ,129987
1072," Yerevan, Center, Mashtots Ave ",Area 16 SQ. M.Floor/Storeys 2/5,,,,"Commercial propertyfor rent in Mashtots Ave, Center, Yerevan, 131259",440,Into building16 SQ. M.Building typeStone Ceiling height3 MconditionNewly repaired ,404,,,,40.183333,44.516667,Added in 21.03.2023 ,Edited in 25.04.2023 ,131259
1073," Yerevan, Center, Pushkin St ",Area 400 SQ. M.Room 7+Floor/Storeys 4/5,,,,"7 bedrooms apartment for sale in Pushkin St, Center, Yerevan, 122706","440,000  / SQ. M. 1,100","Price (SQ. M.) 1,100Bathroom3Building typeStone Ceiling height2.8 MconditionNewly repaired ",2082,,,,40.1828222,44.512412,Added in 17.06.2022 ,Edited in 23.11.2022 ,122706
1074," Yerevan, Center, Antarayin St ",Area 100 SQ. M.Floor/Storeys 1/6,,,,"Commercial propertyfor rent in new construction in Antarayin St, Center, Yerevan, 127350","2,600",Into building100 SQ. M.Building typeStone Ceiling height3 MconditionNewly repaired ,1141,,,,40.1939959,44.5090428,Added in 02.12.2022 ,Edited in 02.12.2022 ,127350
1075," Yerevan, Center, Pushkin St ",Area 173 SQ. M.Room 4Floor/Storeys 4/9,,,,"4 bedrooms apartment for sale in Pushkin St, Center, Yerevan, 126377","620,000  / SQ. M. 3,584","Price (SQ. M.) 3,584Bathroom2Building typeMonolit Ceiling height3 MconditionGood ",1290,"Furniture--Equipment--Open balcony--Elevator--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--Gas--Water--water 24/7--
",40.1800846,44.5156426,Added in 03.11.2022 ,Edited in 03.11.2022 ,126377
1076," Yerevan, Center, Isahakyan St ",Area 80 SQ. M.Room 3Floor/Storeys 2/5,,,,"3 bedrooms apartment for rent in Isahakyan St, Center, Yerevan, 8462","1,000",Bathroom1Building typeStone Ceiling height3 MconditionNewly repaired ,8549,"Sunny--Equipment--Furniture--
","Water--water 24/7--Electricity--Air-conditioner--Hot water--Gas--Heating--
","Water--water 24/7--Electricity--Air-conditioner--Hot water--Gas--Heating--
",40.188272,44.5199419,Added in 11.09.2015 ,Edited in 13.08.2020 ,8462
1077," Yerevan, Center, Tigran Mets Ave ",Area 76 SQ. M.Room 3Floor/Storeys 2/5,,,,"3 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 124874","225,000  / SQ. M. 2,961","Price (SQ. M.) 2,961Bathroom1Building typeStone Ceiling height3.2 MconditionNewly repaired ",1774,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Laminate flooring--Security system--Sunny--View--Bilateral--Roadside--Close to the bus station--
","Heating--Internet--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1666479,44.5128565,Added in 24.08.2022 ,Edited in 24.08.2022 ,124874
1078," Yerevan, Davtashen, Davtashen 2 district ",Area 90 SQ. M.Room 3Floor/Storeys 5/5,,,,"3 bedrooms apartment for sale in Davtashen 2 district, Davtashen, Yerevan, 128797","117,000  / SQ. M. 1,300","Price (SQ. M.) 1,300Bathroom2Building typeOther Ceiling height3 MconditionNewly repaired ",1400,,,,40.183333,44.516667,Added in 03.02.2023 ,Edited in 20.03.2023 ,128797
1079," Yerevan, Davtashen, Sasna Tsrer St ",Area 70 SQ. M.Room 2Floor/Storeys 11/21,,,,"2 bedrooms apartment for rent in new construction in Sasna Tsrer St, Davtashen, Yerevan, 130536","1,600",Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ,475,"Furniture--Equipment--Euro windows--Open balcony--Sunny--View--Close to the bus station--Playground--Elevator--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.2140353,44.4903019,Added in 28.09.2022 ,Edited in 10.03.2023 ,130536
1080," Yerevan, Erebuni, Khaghagh Don St ",Area 500 SQ. M.Floor/Storeys 1/2,,,,"Commercial property for sale in Khaghagh Don St, Erebuni, Yerevan, 91415","90,000  / SQ. M. 180",Into building500 SQ. M.Price (SQ. M.) 180Building typeStone Ceiling height2.8 MconditionGood ,4438,"Equipment--Grating --Open balcony--Basement--Tile--Security system--Sunny--Bilateral--Close to the bus station--Parking--Building existence--High first floor--Elevator--
","Heating--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Water--water 24/7--
","Heating--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Water--water 24/7--
",40.1279642,44.5313625,Added in 23.12.2019 ,Edited in 23.11.2021 ,91415
1081," Yerevan, Arabkir, Komitas Ave ",Area 120 SQ. M.Floor/Storeys 1/5,,,,"Commercial propertyfor rent in Komitas Ave, Arabkir, Yerevan, 127036","3,649",Into building120 SQ. M.Building typeOther Ceiling height3.8 MconditionNewly repaired ,1043,,,,40.2057999,44.5062259,Added in 23.11.2022 ,Edited in 23.11.2022 ,127036
1082," Yerevan, Vahagni district, Vahakni District ",Area 655 SQ. M.Room 4Storeys 3,,,," for sale in Vahakni District, Vahagni district, Yerevan, 118647","380,000  / SQ. M. 580",Home space200 SQ. M.Land area655 SQ. M.Price (SQ. M.) 580Bathroom1Building typeMonolit Ceiling height3 MconditionGood ,2906,,"Close to the bus station--View--Sunny--
","Close to the bus station--View--Sunny--
",40.219239,44.457524,Added in 04.02.2022 ,Edited in 04.02.2022 ,118647
1083," Yerevan, Arabkir, A. Khachatrian St ",Area 47 SQ. M.Room 2Floor/Storeys 1/9,,,,"2 bedrooms apartment for sale in A. Khachatrian St, Arabkir, Yerevan, 132185","112,000  / SQ. M. 2,383","Price (SQ. M.) 2,383Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ",304,"Furniture--Equipment--High first floor--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--water 24/7--
",40.2026574,44.4911679,Added in 08.04.2023 ,Edited in 08.04.2023 ,132185
1084," Yerevan, Center, Moskovyan St ",Area 133 SQ. M.Room 3Floor/Storeys 2/3,,,,"3 bedrooms apartment for sale in Moskovyan St, Center, Yerevan, 124075","420,000  / SQ. M. 3,158","Price (SQ. M.) 3,158Bathroom2Building typeStone Ceiling height3.2 MconditionNewly repaired ",2332,"Euro windows--Open balcony--Tile--Laminate flooring--Sunny--View--Close to the bus station--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1846217,44.5219524,Added in 16.07.2022 ,Edited in 16.07.2022 ,124075
1085," Yerevan, Arabkir, Gyulbenkyan St ",Area 60 SQ. M.Room 2Floor/Storeys 2/5,,,,"2 bedrooms apartment for rent in Gyulbenkyan St, Arabkir, Yerevan, 132796","1,000",Bathroom1Building typeOther Ceiling height2.8 MconditionGood ,163,"Furniture--Equipment--Euro windows--Tile--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1941699,44.5004159,Added in 22.04.2023 ,Edited in 22.04.2023 ,132796
1086," Yerevan, Davtashen, Davtashen 1 district ",Area 600 SQ. M.,,,,"Land for sale sale in Davtashen 1 district, Davtashen, Yerevan, 132848","120,000  / SQ. M. 200",Price (SQ. M.) 200,109,,"Sewerage, Canalization--water 24/7--Gas--
","Sewerage, Canalization--water 24/7--Gas--
",40.183333,44.516667,Added in 22.04.2023 ,Edited in 22.04.2023 ,132848
1087," Yerevan, Qanaqer-Zeytun, Fanarjyan St ",Area 620 SQ. M.,,,,"Land for sale sale in Fanarjyan St, Qanaqer-Zeytun, Yerevan, 131977","90,000  / SQ. M. 145",Price (SQ. M.) 145,299,,"Sewerage, Canalization--Water--Electricity--Gas--
","Sewerage, Canalization--Water--Electricity--Gas--
",40.2210698,44.5388558,Added in 30.10.2022 ,Edited in 04.04.2023 ,131977
1088," Yerevan, Davtashen, Mikoyan St ",Area 237 SQ. M.Room 4Storeys 2,,,,"New build for sale in Mikoyan St, Davtashen, Yerevan, 131058","470,000  / SQ. M. 1,983","Home space237 SQ. M.Land area237 SQ. M.Price (SQ. M.) 1,983Bathroom3Building typeMonolit Ceiling height3.2 MconditionNewly repaired ",876,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Laminate flooring--Sunny--View--
","Heating--Internet--Hot water--Electricity--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Water--water 24/7--
",40.2219636,44.5038997,Added in 17.03.2023 ,Edited in 17.03.2023 ,131058
1089," Yerevan, Center, Northern (Hyusisayin) Ave ",Area 142 SQ. M.Floor/Storeys 1/10,,,,"Commercial propertyfor rent in new construction in Northern (Hyusisayin) Ave, Center, Yerevan, 106031","7,500",Into building142 SQ. M.Building typeMonolit Ceiling height3.2 MconditionNewly repaired ,2589,,"Water--water 24/7--Electricity--Hot water--Gas--Heating--
","Water--water 24/7--Electricity--Hot water--Gas--Heating--
",40.1835751,44.5145442,Added in 28.12.2020 ,Edited in 28.12.2020 ,106031
1090," Yerevan, Center, Paronyan St ",Area 121 SQ. M.Room 3Floor/Storeys 3/13,,,,"3 bedrooms apartment for sale in new construction in Paronyan St, Center, Yerevan, 123990","300,000  / SQ. M. 2,479","Price (SQ. M.) 2,479Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ",2226,"Iron door--Tile--Euro windows--Open balcony--
","Water--water 24/7--Electricity--
","Water--water 24/7--Electricity--
",40.1908729,44.5039415,Added in 10.07.2022 ,Edited in 03.11.2022 ,123990
1091," Yerevan, Center, Tumanyan St ",Area 60 SQ. M.Room 2Floor/Storeys 9/9,,,,"2 bedrooms apartment for rent in Tumanyan St, Center, Yerevan, 128307","1,200",Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ,1464,"Equipment--Furniture--
","Air-conditioner--Internet--Hot water--Gas--Heating--
","Air-conditioner--Internet--Hot water--Gas--Heating--
",40.1784553,44.5226526,Added in 11.01.2023 ,Edited in 11.01.2023 ,128307
1092," Yerevan, Center, Tigran Mets Ave ",Area 62 SQ. M.Room 2Floor/Storeys 3/4,,,,"2 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 132150","114,000  / SQ. M. 1,839","Price (SQ. M.) 1,839Bathroom1Building typeStone Ceiling height3.2 MconditionZero condition ",602,"Open balcony--
","Water--water 24/7--Gas--Heating--
","Water--water 24/7--Gas--Heating--
",40.1556296,44.5106971,Added in 06.04.2023 ,Edited in 06.04.2023 ,132150
1093," Yerevan, Arabkir, Aygedzor St ",Area 73 SQ. M.Room 2Floor/Storeys 4/5,,,,"2 bedrooms apartment for sale in Aygedzor St, Arabkir, Yerevan, 132649","89,000  / SQ. M. 1,219","Price (SQ. M.) 1,219Bathroom1Building typeStone Ceiling height3 MconditionGood ",183,"Open balcony--Equipment--Furniture--
","water 24/7--Electricity--Internet--Hot water--Gas--Heating--
","water 24/7--Electricity--Internet--Hot water--Gas--Heating--
",40.1909832,44.5025565,Added in 21.01.2023 ,Edited in 18.04.2023 ,132649
1094," Yerevan, Arabkir, Riga St ",Area 129 SQ. M.Room 3Floor/Storeys 12/12,,,,"3 bedrooms apartment for sale in new construction in Riga St, Arabkir, Yerevan, 91432","370,000  / SQ. M. 2,868","Price (SQ. M.) 2,868Bathroom2Building typeMonolit Ceiling height3.2 MconditionNewly repaired ",3764,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Laminate flooring--Heated floor--Sunny--View--Roadside--Close to the bus station--Parking--Playground--Park--Elevator--
","Heating--Internet--Hot water--Irrigation--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Irrigation--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.2098203,44.502858,Added in 23.12.2019 ,Edited in 15.02.2023 ,91432
1095," Yerevan, Center, D. Demirchyan St ",Area 141 SQ. M.Room 6Floor/Storeys 7/9,,,,"6 bedrooms apartment for sale in D. Demirchyan St, Center, Yerevan, 126844","368,000  / SQ. M. 2,610","Price (SQ. M.) 2,610Bathroom2Building typeMonolit Ceiling height2.8 MconditionGood ",876,"Furniture--Equipment--Euro windows--Open balcony--Tile--Sunny--View--Park--Elevator--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Central heating--Gas--Water--water 24/7--
",40.1874552,44.5075706,Added in 18.11.2022 ,Edited in 18.11.2022 ,126844
1096," Yerevan, Qanaqer-Zeytun, Lepsius St ",Area 63 SQ. M.Room 2Floor/Storeys 4/5,,,,"2 bedrooms apartment for sale in Lepsius St, Qanaqer-Zeytun, Yerevan, 122546","68,133  / SQ. M. 1,081","Price (SQ. M.) 1,081Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ",2478,,,,40.207069,44.5473332,Added in 15.06.2022 ,Edited in 29.12.2022 ,122546
1097," Yerevan, Avan, Paruyr Sevak dis. ",Area 184 SQ. M.Room 5Floor/Storeys 3/3,,,,"5 bedrooms apartment for sale in new construction in Paruyr Sevak dis., Avan, Yerevan, 119116","320,000  / SQ. M. 1,739","Price (SQ. M.) 1,739Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ",1721,"Furniture--Equipment--Euro windows--Iron door--Loggia--Open balcony--Storage room--Tile--Laminate flooring--Heated floor--Security system--Sunny--View--Bilateral--Roadside--Close to the bus station--Parking--Garage--Park--Elevator--
","Heating--Internet--Hot water--Sewerage, Canalization--Electricity--Central heating--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Sewerage, Canalization--Electricity--Central heating--Gas--Water--water 24/7--
",40.2284324,44.5793688,Added in 21.02.2022 ,Edited in 21.02.2022 ,119116
1098," Yerevan, Arabkir, Hakobyan St ",Area 80 SQ. M.Room 3Floor/Storeys 9/14,,,,"3 bedrooms apartment for rent in Hakobyan St, Arabkir, Yerevan, 123197","1,700",Bathroom1Building typePanel Ceiling height2.8 MconditionNewly repaired ,1928,,,,40.2008014,44.4909757,Added in 28.06.2022 ,Edited in 10.04.2023 ,123197
1099," Kotayk, Abovyan, Abovyan ",Area 700 SQ. M.Room 5Storeys 3,,,," for sale in Abovyan, Abovyan, Kotayk, 120487","60,000  / SQ. M. 86",Home space400 SQ. M.Land area700 SQ. M.Price (SQ. M.) 86Bathroom2Building typeStone Ceiling height3.8 MconditionZero condition ,1847,,"Attic--Basement--
","Attic--Basement--
",40.2715286,44.633383,Added in 30.03.2022 ,Edited in 30.03.2022 ,120487
1100," Yerevan, Vahagni district, Hatis ",Area 620 SQ. M.Room 7+Storeys 2,,,,"New build for sale in Hatis, Vahagni district, Yerevan, 126759","495,000  / SQ. M. 798",Home space350 SQ. M.Land area620 SQ. M.Price (SQ. M.) 798Bathroom2Building typeMonolit Ceiling height3 MconditionZero condition ,1404,,"Iron door--Euro windows--
","Iron door--Euro windows--
",40.2149231,44.4516989,Added in 11.10.2022 ,Edited in 15.03.2023 ,126759
1101," Kotayk, Proshyan, Vanahovit street ",Area 160 SQ. M.Room 6Storeys 3,,,,"New build for sale in Vanahovit street, Proshyan, Kotayk, 125593","200,000  / SQ. M. 1,250","Home space185 SQ. M.Land area160 SQ. M.Price (SQ. M.) 1,250Bathroom3Building typeMonolit Ceiling height3.2 MconditionNewly repaired ",942,"Furniture--Equipment--Euro windows--Grating --Iron door--Open balcony--Storage room--Attic--Tile--Laminate flooring--Parquet--Security system--Sunny--Bilateral--Roadside--Parking--Garage--Playground--Park--Building existence--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.2351039,44.436101,Added in 22.09.2022 ,Edited in 22.09.2022 ,125593
1102," Yerevan, Center, Aram St ",Area 58 SQ. M.Room 2Floor/Storeys 5/18,,,,"2 bedrooms apartment for rent in new construction in Aram St, Center, Yerevan, 122250","1,300",Bathroom1Building typeMonolit Ceiling height3 MconditionNewly repaired ,1873,"Open balcony--Equipment--Furniture--
","Water--water 24/7--Electricity--Hot water--Gas--Heating--
","Water--water 24/7--Electricity--Hot water--Gas--Heating--
",40.183992,44.5075336,Added in 01.06.2022 ,Edited in 01.06.2022 ,122250
1103," Yerevan, Center, Khanjyan St ",Area 37 SQ. M.Room 2Floor/Storeys 3/4,,,,"2 bedrooms apartment for rent in Khanjyan St, Center, Yerevan, 128271","1,100",Bathroom1Building typeStone Ceiling height3 MconditionNewly repaired ,960,"Furniture--Equipment--Euro windows--Sunny--View--Close to the bus station--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1738851,44.5163655,Added in 11.01.2023 ,Edited in 11.01.2023 ,128271
1104," Yerevan, Center, Baghramyan Ave (Kentron) ",Area 40 SQ. M.Room 1Floor/Storeys 4/8,,,,"1 bedrooms apartment for rent in Baghramyan Ave (Kentron), Center, Yerevan, 132248",608,Bathroom1Building typePanel Ceiling height2.8 MconditionGood ,446,"Furniture--Equipment--Heater--Euro windows--Open balcony--Tile--Parquet--Sunny--View--Roadside--Close to the bus station--Playground--Park--Elevator--
","Hot water--Electricity--Central heating--Gas--Water--water 24/7--
","Hot water--Electricity--Central heating--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 09.04.2023 ,Edited in 22.04.2023 ,132248
1105," Yerevan, Center, Tumanyan St ",Area 77 SQ. M.Room 3Floor/Storeys 3/5,,,,"3 bedrooms apartment for rent in Tumanyan St, Center, Yerevan, 124264","1,300",Bathroom1Building typeStone Ceiling height3 MconditionNewly repaired ,3148,"Furniture--Equipment--Euro windows--Storage room--Tile--Sunny--View--Roadside--Close to the bus station--Playground--Park--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1804328,44.5206034,Added in 26.07.2022 ,Edited in 26.07.2022 ,124264
1106," Yerevan, Center, Antarayin St ",Area 273 SQ. M.Room 6Storeys 2,,,," for sale in Antarayin St, Center, Yerevan, 123949","550,000  / SQ. M. 2,015","Home space140 SQ. M.Land area273 SQ. M.Price (SQ. M.) 2,015Bathroom2Building typeOther Ceiling height2.8 MconditionGood ",1469,,,,40.1936828,44.5065926,Added in 28.06.2022 ,Edited in 09.07.2022 ,123949
1107," Yerevan, Center, Tumanyan St ",Area 45 SQ. M.Room 2Floor/Storeys 2/5,,,,"2 bedrooms apartment for rent in Tumanyan St, Center, Yerevan, 128385","1,300",Bathroom1Building typeStone Ceiling height3 MconditionNewly repaired ,1534,"Furniture--Equipment--Open balcony--
","Heating--Hot water--Electricity--Gas--water 24/7--
","Heating--Hot water--Electricity--Gas--water 24/7--
",40.183333,44.516667,Added in 19.01.2023 ,Edited in 19.01.2023 ,128385
1108," Yerevan, Center, Mashtots Ave ",Area 90 SQ. M.Room 4Floor/Storeys 4/4,,,,"4 bedrooms apartment for rent in Mashtots Ave, Center, Yerevan, 94548",980,Bathroom2Building typeStone Ceiling height2.8 MconditionNewly repaired ,3989,"Furniture--Equipment--Open balcony--Balcony--Storage room--
","Internet--Hot water--Electricity--Air-conditioner--Central heating--Gas--water 24/7--
","Internet--Hot water--Electricity--Air-conditioner--Central heating--Gas--water 24/7--
",40.1833949,44.5111218,Added in 18.02.2020 ,Edited in 11.08.2020 ,94548
1109," Yerevan, Center, Mashtots Ave ",Area 100 SQ. M.Room 3Floor/Storeys 5/5,,,,"3 bedrooms apartment for rent in Mashtots Ave, Center, Yerevan, 120071","1,500",Bathroom2Building typeStone Ceiling height3.2 MconditionNewly repaired ,2081,,,,40.1803816,44.5074847,Added in 18.03.2022 ,Edited in 18.03.2022 ,120071
1110," Yerevan, Center, Hanrapetutyan St ",Area 83 SQ. M.Room 1Floor/Storeys 3/4,,,,"1 bedrooms apartment for rent in Hanrapetutyan St, Center, Yerevan, 126011","2,200",Bathroom1Building typeStone Ceiling height3 MconditionNewly repaired ,1526,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Tile--Parquet--
","Heating--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Hot water--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1777334,44.519174,Added in 20.10.2022 ,Edited in 20.10.2022 ,126011
1111," Yerevan, Center, Koghbatsi St ",Area 115 SQ. M.Room 3Floor/Storeys 3/6,,,,"3 bedrooms apartment for sale in Koghbatsi St, Center, Yerevan, 127829","400,000  / SQ. M. 3,478","Price (SQ. M.) 3,478Bathroom2Building typeStone Ceiling height3 MconditionNewly repaired ",939,"Furniture--Equipment--Euro windows--Iron door--Balcony--Tile--Laminate flooring--Sunny--View--Roadside--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
","Heating--Hot water--Electricity--Gas--Water--water 24/7--
",40.182012,44.5116969,Added in 17.12.2022 ,Edited in 17.12.2022 ,127829
1112," Yerevan, Shengavit, Musaelyan St ",Area 150 SQ. M.Room 3Storeys 2,,,,"New build for sale in Musaelyan St, Shengavit, Yerevan, 131448","160,000  / SQ. M. 1,067","Home space200 SQ. M.Land area150 SQ. M.Price (SQ. M.) 1,067Bathroom1Building typeStone Ceiling height3.8 MconditionNewly repaired ",1351,"Furniture--Euro windows--Iron door--Tile--Laminate flooring--Heated floor--Security system--Sunny--Roadside--Close to the bus station--Playground--Park--Building existence--Gate--Fence--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Irrigation--Sewerage, Canalization--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.183333,44.516667,Added in 24.03.2023 ,Edited in 24.03.2023 ,131448
1113," Yerevan, Center, Mashtots Ave ",Area 150 SQ. M.Room 3Floor/Storeys 3/5,,,,"3 bedrooms apartment for rent in Mashtots Ave, Center, Yerevan, 129070","2,500",Bathroom3Building typeStone Ceiling height3 MconditionNewly repaired ,949,,,,40.183333,44.516667,Added in 10.02.2023 ,Edited in 21.04.2023 ,129070
1114," Yerevan, Center, Bayron St ",Area 145 SQ. M.Room 4Floor/Storeys 2/6,,,,"4 bedrooms apartment for sale in new construction in Bayron St, Center, Yerevan, 119210","420,000  / SQ. M. 2,897","Price (SQ. M.) 2,897Bathroom2Building typeMonolit Ceiling height3 MconditionNewly repaired ",2955,"Furniture--Equipment--Euro windows--Iron door--Open balcony--Parquet--Security system--Roadside--Garage--Playground--Park--Elevator--
","Heating--Internet--Hot water--Electricity--Central heating--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Central heating--Gas--Water--water 24/7--
",40.1865263,44.5175286,Added in 23.02.2022 ,Edited in 23.02.2022 ,119210
1115," Yerevan, Center, Kajaznuni St ",Area 40 SQ. M.Room 1Floor/Storeys 4/5,,,,"1 bedrooms apartment for rent in Kajaznuni St, Center, Yerevan, 133041",850,Bathroom1Building typeStone Ceiling height2.8 MconditionNewly repaired ,131,,,,40.183333,44.516667,Added in 26.04.2023 ,Edited in 26.04.2023 ,133041
1116," Yerevan, Center, Heratsi St ",Area 45 SQ. M.Room 1Floor/Storeys 4/4,,,,"1 bedrooms apartment for rent in Heratsi St, Center, Yerevan, 126223","1,279",Bathroom1Building typeStone Ceiling height2.8 MconditionGood ,2183,"Furniture--Equipment--Euro windows--Tile--Sunny--View--Roadside--Close to the bus station--Playground--Park--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
","Heating--Internet--Hot water--Electricity--Air-conditioner--Gas--Water--water 24/7--
",40.1901317,44.5297209,Added in 31.10.2022 ,Edited in 31.10.2022 ,126223
1117," Yerevan, Norq Marash, G. Hovsepyan St ",Area 2000 SQ. M.,,,,"Land for sale sale in G. Hovsepyan St, Norq Marash, Yerevan, 51476","280,000  / SQ. M. 140",Price (SQ. M.) 140,9047,"View--Sunny--
","Sewerage, Canalization--Water--Electricity--Gas--
","Sewerage, Canalization--Water--Electricity--Gas--
",40.17536969,44.53300097,Added in 28.01.2018 ,Edited in 15.04.2019 ,51476
