,address,rooms,floor,info,price,views,Lat,Lng,adddate,editdate,ListingID_NK,Sqm,pricebysqm,addyear,edityear,addmonth,editmonth,addday,editday,addquarter,editquarter,platform,housetype,type,City,DistrictStreet,District,Street,eurowindows,irondoor,openbalcony,securitysystem,sunny,view,roadside,closetothebusstation,parking,park,elevator,furniture,equipment,balcony,storageroom,playground,parquet,tile,laminateflooring,heating,hotwater,electricity,centralheating,water,water247,gas,airconditioner,sewerage,logha,garage,internet
1758," Yerevan, Center, Aram St ", 3, 3/10,"3 bedrooms apartment for rent in Aram St, Center, Yerevan, 125916",2000,783.0,40.179474,44.5135437,2022-10-14,2022-10-14,125916.0,100,,2022,2022,10,10,14,14,4,4,MyRealty.am,apartment,rent, Yerevan," Center,  Aram St ", Center, Aram St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759," Yerevan, Center, Teryan St ", 4, 2/4,"4 bedrooms apartment for rent in Teryan St, Center, Yerevan, 10544",1100,8378.0,40.1860168,44.5183665,2015-10-07,2020-08-11,10544.0,120,,2015,2020,7,11,10,8,3,4,MyRealty.am,apartment,rent, Yerevan," Center,  Teryan St ", Center, Teryan St ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1760," Yerevan, Achapnyak, Norashen district ", 3, 3/16,"3 bedrooms apartment for sale in Norashen district, Achapnyak, Yerevan, 129324",128000  ,866.0,40.2124638,44.470005,2023-02-16,2023-02-16,129324.0,80,1600.0,2023,2023,2,2,16,16,1,1,MyRealty.am,apartment,sale, Yerevan," Achapnyak,  Norashen district ", Achapnyak, Norashen district ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1761," Ararat, Masis, Masis ",nan,,"Commercial property for sale in Masis, Masis, Ararat, 63662",1000000  ,4514.0,36.745225,-119.835394,2018-10-15,2018-10-15,63662.0,11000,91.0,2018,2018,10,10,15,15,4,4,MyRealty.am,property,sale, Ararat," Masis,  Masis ", Masis, Masis ,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1762," Yerevan, Arabkir, Mamikoniants St ", 3, 1/3,"3 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 114739",170000  ,2589.0,40.183333,44.516667,2021-09-26,2022-10-05,114739.0,87,1954.0,2021,2022,9,5,26,10,3,2,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Mamikoniants St ", Arabkir, Mamikoniants St ,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1763," Yerevan, Achapnyak, Shinararner St ", 2, 6/12,"2 bedrooms apartment for sale in new construction in Shinararner St, Achapnyak, Yerevan, 127897",88000  ,1432.0,40.1949414,44.4738206,2022-12-20,2023-03-18,127897.0,50,1760.0,2022,2023,12,3,20,18,4,1,MyRealty.am,apartment,sale, Yerevan," Achapnyak,  Shinararner St ", Achapnyak, Shinararner St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764," Yerevan, Qanaqer-Zeytun, Nersisyan St ", 4, 6/6,"4 bedrooms apartment for sale in Nersisyan St, Qanaqer-Zeytun, Yerevan, 125372",125000  ,1687.0,40.2052002,44.5306779,2022-09-19,2022-11-14,125372.0,101,1238.0,2022,2022,9,11,19,14,3,4,MyRealty.am,apartment,sale, Yerevan," Qanaqer-Zeytun,  Nersisyan St ", Qanaqer-Zeytun, Nersisyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765," Yerevan, Davtashen, Davtashen 1 district ",nan,,"Land for sale sale in Davtashen 1 district, Davtashen, Yerevan, 130161",102000  ,546.0,40.183333,44.516667,2023-03-04,2023-03-04,130161.0,600,170.0,2023,2023,4,4,3,3,2,2,MyRealty.am,apartment,sale, Yerevan," Davtashen,  Davtashen 1 district ", Davtashen, Davtashen 1 district ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766," Yerevan, Center, Abovyan St ", 4, 4/12,"4 bedrooms apartment for rent in new construction in Abovyan St, Center, Yerevan, 130138",4000,605.0,40.18052,44.5155789,2023-02-11,2023-03-03,130138.0,121,,2023,2023,11,3,2,3,4,1,MyRealty.am,apartment,rent, Yerevan," Center,  Abovyan St ", Center, Abovyan St ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1767," Yerevan, Center, Antarayin St ", 3, 6/6,"3 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 123979",410000  ,2342.0,40.19292882,44.51451048,2022-07-11,2022-07-11,123979.0,160,2563.0,2022,2022,11,11,7,7,4,4,MyRealty.am,apartment,sale, Yerevan," Center,  Antarayin St ", Center, Antarayin St ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1768," Yerevan, Malatia-Sebastia, Noy district ", 7,," for sale in Noy district, Malatia-Sebastia, Yerevan, 94798",on request ,6197.0,36.0256765,-95.7380427,2020-02-22,2020-12-11,94798.0,800,,2020,2020,2,11,22,12,1,4,MyRealty.am,apartment,sale, Yerevan," Malatia-Sebastia,  Noy district ", Malatia-Sebastia, Noy district ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1769," Yerevan, Arabkir, N. Tigranyan dead end ", 2, 9/12,"2 bedrooms apartment for sale in new construction in N. Tigranyan dead end, Arabkir, Yerevan, 132268",175000  ,359.0,40.183333,44.516667,2023-04-10,2023-04-10,132268.0,58,3017.0,2023,2023,10,10,4,4,4,4,MyRealty.am,apartment,sale, Yerevan," Arabkir,  N. Tigranyan dead end ", Arabkir, N. Tigranyan dead end ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1770," Yerevan, Center, Tumanyan St ", 3, 7/10,"3 bedrooms apartment for rent in Tumanyan St, Center, Yerevan, 455",900,8245.0,40.1829508,44.5166621,2015-01-29,2020-09-28,455.0,90,,2015,2020,1,9,29,28,1,3,MyRealty.am,apartment,rent, Yerevan," Center,  Tumanyan St ", Center, Tumanyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1771," Yerevan, Avan, Paruyr Sevak dis. ", 4,," for sale in Paruyr Sevak dis., Avan, Yerevan, 99938",230000  ,4261.0,40.2284687,44.5793544,2020-07-08,2023-04-04,99938.0,300,767.0,2020,2023,8,4,7,4,3,2,MyRealty.am,apartment,sale, Yerevan," Avan,  Paruyr Sevak dis. ", Avan, Paruyr Sevak dis. ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1772," Yerevan, Arabkir, Yerznkyan St ",nan,1/4,"Commercial propertyfor rent in new construction in Yerznkyan St, Arabkir, Yerevan, 128583",on request ,1012.0,40.1964721,44.4929187,2023-01-27,2023-01-27,128583.0,160,,2023,2023,1,1,27,27,1,1,MyRealty.am,property,rent, Yerevan," Arabkir,  Yerznkyan St ", Arabkir, Yerznkyan St ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1773," Yerevan, Arabkir, Aygedzor St ",nan,1/5,"Commercial property for sale in Aygedzor St, Arabkir, Yerevan, 132335",155000  ,334.0,40.183333,44.516667,2023-04-11,2023-04-11,132335.0,80,1938.0,2023,2023,11,11,4,4,4,4,MyRealty.am,property,sale, Yerevan," Arabkir,  Aygedzor St ", Arabkir, Aygedzor St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774," Yerevan, Center, Amiryan St ", 3, 7/14,"3 bedrooms apartment for rent in Amiryan St, Center, Yerevan, 9793",2000,8614.0,40.1806224,44.5081781,2015-09-30,2019-07-24,9793.0,130,,2015,2019,9,7,30,24,3,3,MyRealty.am,apartment,rent, Yerevan," Center,  Amiryan St ", Center, Amiryan St ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1775," Yerevan, Arabkir, Griboedov St  ", 3, 4/15,"3 bedrooms apartment for sale in new construction in Griboedov St, Arabkir, Yerevan, 132780",155000  ,237.0,40.183333,44.516667,2023-04-21,2023-04-21,132780.0,60,2583.0,2023,2023,4,4,21,21,2,2,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Griboedov St  ", Arabkir, Griboedov St  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776," Yerevan, Arabkir, Komitas Ave ", 4, 13/13,"4 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 130082",305000  ,756.0,40.2057665,44.5227936,2023-03-03,2023-03-03,130082.0,130,2346.0,2023,2023,3,3,3,3,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Komitas Ave ", Arabkir, Komitas Ave ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1777," Lori, Vanadzor, Vanadzor ",nan,1/5,"Commercial property for sale in Vanadzor, Vanadzor, Lori, 98219",150000  ,2120.0,40.807399,44.4970268,2020-06-01,2020-06-01,98219.0,135,1111.0,2020,2020,1,1,6,6,1,1,MyRealty.am,property,sale, Lori," Vanadzor,  Vanadzor ", Vanadzor, Vanadzor ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1778," Yerevan, Vahagni district, Vahakni District ", 7,," house for rent in Vahakni District, Vahagni district, Yerevan, 80670",3500,6166.0,40.2149231,44.4516989,2019-06-29,2019-06-29,80670.0,1000,,2019,2019,6,6,29,29,2,2,MyRealty.am,house,rent, Yerevan," Vahagni district,  Vahakni District ", Vahagni district, Vahakni District ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1779," Yerevan, Arabkir, Komitas Ave ", 3, 5/15,"3 bedrooms apartment for sale in new construction in Komitas Ave, Arabkir, Yerevan, 122424",335000  ,2638.0,40.2057999,44.5062259,2022-06-09,2022-09-22,122424.0,113,2965.0,2022,2022,9,9,6,22,3,3,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Komitas Ave ", Arabkir, Komitas Ave ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780," Yerevan, Center, Moskovyan St ",nan,1/5,"Commercial propertyfor rent in Moskovyan St, Center, Yerevan, 119245",2000,1501.0,40.186663,44.513287,2022-02-24,2022-02-24,119245.0,126,,2022,2022,2,2,24,24,1,1,MyRealty.am,property,rent, Yerevan," Center,  Moskovyan St ", Center, Moskovyan St ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1781," Yerevan, Arabkir, Mamikoniants St ", 3, 20/20,"3 bedrooms apartment for sale in new construction in Mamikoniants St, Arabkir, Yerevan, 129362",235000  ,1045.0,40.2094874,44.5105868,2023-02-16,2023-02-16,129362.0,115,2043.0,2023,2023,2,2,16,16,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Mamikoniants St ", Arabkir, Mamikoniants St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1782," Yerevan, Arabkir, Gulakyan St ", 4, 6/14,"4 bedrooms apartment for sale in Gulakyan St, Arabkir, Yerevan, 133258",235000  ,43.0,40.1951414,44.4985948,2023-02-01,2023-05-01,133258.0,117,2009.0,2023,2023,1,1,2,5,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Gulakyan St ", Arabkir, Gulakyan St ,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1783," Yerevan, Center, Ler. Kamsar St ", 3, 3/10,"3 bedrooms apartment for sale in new construction in Ler. Kamsar St, Center, Yerevan, 129972",180000  ,811.0,40.1930114,44.5022074,2023-02-28,2023-03-13,129972.0,113,1593.0,2023,2023,2,3,28,13,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Ler. Kamsar St ", Center, Ler. Kamsar St ,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1784," Yerevan, Arabkir, V.Vagharshyan St ", 3, 5/9,"3 bedrooms apartment for sale in V.Vagharshyan St, Arabkir, Yerevan, 85845",110000  ,3809.0,40.183333,44.516667,2019-10-02,2022-10-11,85845.0,68,1618.0,2019,2022,2,11,10,10,1,4,MyRealty.am,apartment,sale, Yerevan," Arabkir,  V.Vagharshyan St ", Arabkir, V.Vagharshyan St ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1785," Yerevan, Nor Norq, Bagrevand district ",nan,,"Land for sale sale in Bagrevand district, Nor Norq, Yerevan, 122849",on request ,1406.0,40.1999899,44.5834027,2022-06-21,2022-06-21,122849.0,1500,,2022,2022,6,6,21,21,2,2,MyRealty.am,apartment,sale, Yerevan," Nor Norq,  Bagrevand district ", Nor Norq, Bagrevand district ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1786," Yerevan, Avan, Tsarav Aghbyur St ", 3, 9/14,"3 bedrooms apartment for rent in Tsarav Aghbyur St, Avan, Yerevan, 129616",1500,723.0,40.2179898,44.5498222,2023-02-21,2023-02-21,129616.0,97,,2023,2023,2,2,21,21,1,1,MyRealty.am,apartment,rent, Yerevan," Avan,  Tsarav Aghbyur St ", Avan, Tsarav Aghbyur St ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1787," Yerevan, Center, Leo St ", 3, 5/16,"3 bedrooms apartment for sale in new construction in Leo St, Center, Yerevan, 127836",580000  ,1243.0,40.1806637,44.5044669,2022-12-17,2023-03-18,127836.0,150,3867.0,2022,2023,12,3,17,18,4,1,MyRealty.am,apartment,sale, Yerevan," Center,  Leo St ", Center, Leo St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1788," Yerevan, Center, Paronyan St ",nan,1/11,"Commercial propertyfor rent in Paronyan St, Center, Yerevan, 131035",4000,472.0,40.1790037,44.5023659,2023-03-17,2023-03-17,131035.0,195,,2023,2023,3,3,17,17,1,1,MyRealty.am,property,rent, Yerevan," Center,  Paronyan St ", Center, Paronyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789," Yerevan, Center, Aygestan 6th street ", 6,," house for rent in Aygestan 6th street, Center, Yerevan, 118510",4000,2837.0,40.151399,44.4908631,2022-02-01,2022-02-01,118510.0,600,,2022,2022,1,1,2,2,1,1,MyRealty.am,house,rent, Yerevan," Center,  Aygestan 6th street ", Center, Aygestan 6th street ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1790," Yerevan, Center, Abovyan dead end ", 4, 1/7,"4 bedrooms apartment for sale in new construction in Abovyan dead end, Center, Yerevan, 100117",330000  ,4223.0,40.1811709,44.5157173,2020-07-13,2023-04-15,100117.0,118,2797.0,2020,2023,7,4,13,15,3,2,MyRealty.am,apartment,sale, Yerevan," Center,  Abovyan dead end ", Center, Abovyan dead end ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1791," Yerevan, Qanaqer-Zeytun, K. Ulnetsi St ", 2,," house for rent in K. Ulnetsi St, Qanaqer-Zeytun, Yerevan, 125943",1100,1562.0,40.2028687,44.5337444,2022-10-17,2022-10-17,125943.0,200,,2022,2022,10,10,17,17,4,4,MyRealty.am,house,rent, Yerevan," Qanaqer-Zeytun,  K. Ulnetsi St ", Qanaqer-Zeytun, K. Ulnetsi St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792," Yerevan, Center, Pushkin St ", 3, 7/10,"3 bedrooms apartment for sale in new construction in Pushkin St, Center, Yerevan, 122737",450000  ,2539.0,40.1828222,44.512412,2022-06-18,2023-03-10,122737.0,120,3750.0,2022,2023,6,10,18,3,2,4,MyRealty.am,apartment,sale, Yerevan," Center,  Pushkin St ", Center, Pushkin St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1793," Yerevan, Center, Mashtots Ave ", 3, 2/9,"3 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 125544",370000  ,1666.0,40.1830977,44.510417,2022-09-25,2022-09-25,125544.0,93,3978.0,2022,2022,9,9,25,25,3,3,MyRealty.am,apartment,sale, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1794," Yerevan, Center, Buzand St ", 2, 9/17,"2 bedrooms apartment for rent in Buzand St, Center, Yerevan, 130771",1773,449.0,40.1834936,44.506629,2023-03-14,2023-03-14,130771.0,72,,2023,2023,3,3,14,14,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  Buzand St ", Center, Buzand St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795," Yerevan, Center, Charents St ", 2, 7/15,"2 bedrooms apartment for sale in new construction in Charents St, Center, Yerevan, 129691",137000  ,664.0,40.1767557,44.5273848,2023-02-23,2023-02-23,129691.0,63,2175.0,2023,2023,2,2,23,23,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  Charents St ", Center, Charents St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796," Yerevan, Center, Pushkin St ", 4, 2/5,"4 bedrooms apartment for rent in Pushkin St, Center, Yerevan, 8413",1100,9065.0,40.1828222,44.512412,2015-09-10,2020-08-13,8413.0,133,,2015,2020,10,8,9,13,4,3,MyRealty.am,apartment,rent, Yerevan," Center,  Pushkin St ", Center, Pushkin St ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1797," Yerevan, Center, Paronyan St ", 3, 5/14,"3 bedrooms apartment for sale in new construction in Paronyan St, Center, Yerevan, 126499",275000  ,1122.0,40.1811621,44.4994166,2022-11-09,2022-11-09,126499.0,113,2434.0,2022,2022,9,9,11,11,3,3,MyRealty.am,apartment,sale, Yerevan," Center,  Paronyan St ", Center, Paronyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1798," Yerevan, Arabkir, Komitas Ave ", 4, 7/16,"4 bedrooms apartment for sale in new construction in Komitas Ave, Arabkir, Yerevan, 133193",289000  ,123.0,40.2024101,44.4969621,2023-03-14,2023-04-29,133193.0,127,2276.0,2023,2023,3,4,14,29,1,2,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Komitas Ave ", Arabkir, Komitas Ave ,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1799," Yerevan, Arabkir, Adonts St ", 4, 4/8,"4 bedrooms apartment for sale in new construction in Adonts St, Arabkir, Yerevan, 131936",280000  ,464.0,40.2101385,44.5283019,2023-04-03,2023-04-03,131936.0,120,2333.0,2023,2023,3,3,4,4,1,1,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Adonts St ", Arabkir, Adonts St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800," Yerevan, Center, Yekmalyan St ", 4, 5/10,"4 bedrooms apartment for rent in new construction in Yekmalyan St, Center, Yerevan, 81676",3500,4620.0,40.1841473,44.5091566,2019-07-19,2020-08-07,81676.0,200,,2019,2020,7,7,19,8,3,3,MyRealty.am,apartment,rent, Yerevan," Center,  Yekmalyan St ", Center, Yekmalyan St ,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1801," Yerevan, Achapnyak, Bashinjaxyan St ", 2, 13/16,"2 bedrooms apartment for sale in Bashinjaxyan St, Achapnyak, Yerevan, 132533",75000  ,406.0,40.183333,44.516667,2023-04-15,2023-04-15,132533.0,73,1027.0,2023,2023,4,4,15,15,2,2,MyRealty.am,apartment,sale, Yerevan," Achapnyak,  Bashinjaxyan St ", Achapnyak, Bashinjaxyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802," Yerevan, Arabkir, Kasyan St ",nan,,"Commercial propertyfor rent in Kasyan St, Arabkir, Yerevan, 126095",6000,1257.0,40.1987266,44.4928854,2022-10-24,2022-10-24,126095.0,333,,2022,2022,10,10,24,24,4,4,MyRealty.am,property,rent, Yerevan," Arabkir,  Kasyan St ", Arabkir, Kasyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
