,address,rooms,floor,info,price,views,Lat,Lng,adddate,editdate,ListingID_NK,Sqm,pricebysqm,addyear,edityear,addmonth,editmonth,addday,editday,addquarter,editquarter,platform,housetype,type,City,DistrictStreet,District,Street,eurowindows,irondoor,openbalcony,securitysystem,sunny,view,roadside,closetothebusstation,parking,park,elevator,furniture,equipment,balcony,storageroom,playground,parquet,tile,laminateflooring,heating,hotwater,electricity,centralheating,water,water247,gas,airconditioner,sewerage,logha,garage,internet
1713," Yerevan, Arabkir, ",nan,,"Commercial propertyfor rent in new construction in , Arabkir, Yerevan, 131511",on request ,390.0,40.2321868,44.5463446,2023-03-27,2023-03-27,131511.0,1200,,2023,2023,3,3,27,27,1,1,MyRealty.am,property,rent, Yerevan," Arabkir,  ", Arabkir, ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1714," Yerevan, Arabkir, Komitas Ave ",nan,1/5,"Commercial propertyfor rent in Komitas Ave, Arabkir, Yerevan, 126444",1200,1218.0,40.2008651,44.4932615,2022-11-07,2022-11-07,126444.0,83,,2022,2022,7,7,11,11,3,3,MyRealty.am,property,rent, Yerevan," Arabkir,  Komitas Ave ", Arabkir, Komitas Ave ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715," Yerevan, Center, Nalbandyan St ", 5, 3/3,"5 bedrooms apartment for sale in Nalbandyan St, Center, Yerevan, 130769",480000  ,545.0,40.1855602,44.5244698,2023-03-14,2023-03-14,130769.0,240,2000.0,2023,2023,3,3,14,14,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Nalbandyan St ", Center, Nalbandyan St ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1716," Yerevan, Center, Hanrapetutyan St ", 2, 4/9,"2 bedrooms apartment for rent in Hanrapetutyan St, Center, Yerevan, 131583",824,434.0,40.1785111,44.5216927,2023-03-28,2023-03-28,131583.0,45,,2023,2023,3,3,28,28,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  Hanrapetutyan St ", Center, Hanrapetutyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1717," Yerevan, Achapnyak, Shinararner St ", 3, 4/11,"3 bedrooms apartment for rent in Shinararner St, Achapnyak, Yerevan, 131492",1200,962.0,40.1924068,44.4734725,2023-03-25,2023-03-25,131492.0,97,,2023,2023,3,3,25,25,1,1,MyRealty.am,apartment,rent, Yerevan," Achapnyak,  Shinararner St ", Achapnyak, Shinararner St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1718," Yerevan, Davtashen, Melqumov St ", 5,,"New build house for rent in Melqumov St, Davtashen, Yerevan, 121794",4500,2123.0,40.2150101,44.4711609,2022-05-18,2022-05-18,121794.0,800,,2022,2022,5,5,18,18,2,2,MyRealty.am,house,rent, Yerevan," Davtashen,  Melqumov St ", Davtashen, Melqumov St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1719," Yerevan, Center, Yekmalyan St ", 4, 14/18,"4 bedrooms apartment for rent in new construction in Yekmalyan St, Center, Yerevan, 128706",4000,792.0,40.183333,44.516667,2023-01-31,2023-01-31,128706.0,145,,2023,2023,1,1,31,31,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  Yekmalyan St ", Center, Yekmalyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720," Yerevan, Center, Dzorap St ", 2, 10/13,"2 bedrooms apartment for rent in new construction in Dzorap St, Center, Yerevan, 133241",1300,158.0,40.183333,44.516667,2023-04-29,2023-04-29,133241.0,65,,2023,2023,4,4,29,29,2,2,MyRealty.am,apartment,rent, Yerevan," Center,  Dzorap St ", Center, Dzorap St ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1721," Armavir, Paraqar, Paraqar ", 5,," for sale in Paraqar, Paraqar, Armavir, 132366",155000  ,284.0,40.183333,44.516667,2023-04-11,2023-04-11,132366.0,600,258.0,2023,2023,11,11,4,4,4,4,MyRealty.am,apartment,sale, Armavir," Paraqar,  Paraqar ", Paraqar, Paraqar ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722," Yerevan, Norq Marash, Norq 7 St ", 3,," house for rent in Norq 7 St, Norq Marash, Yerevan, 125396",on request ,1437.0,40.1762561,44.539446,2022-09-11,2022-09-11,125396.0,400,,2022,2022,11,11,9,9,4,4,MyRealty.am,house,rent, Yerevan," Norq Marash,  Norq 7 St ", Norq Marash, Norq 7 St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723," Yerevan, Center, Mashtots Ave ", 3, 4/15,"3 bedrooms apartment for rent in new construction in Mashtots Ave, Center, Yerevan, 125885",2500,1354.0,40.1771064,44.502793,2022-10-13,2022-10-13,125885.0,113,,2022,2022,10,10,13,13,4,4,MyRealty.am,apartment,rent, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1724," Yerevan, Center, D. Demirchyan St ", 7,," for sale in D. Demirchyan St, Center, Yerevan, 100083",450000  ,2831.0,40.1895657,44.5075706,2020-07-12,2021-03-02,100083.0,210,2143.0,2020,2021,12,2,7,3,4,1,MyRealty.am,apartment,sale, Yerevan," Center,  D. Demirchyan St ", Center, D. Demirchyan St ,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1725," Yerevan, Center, Antarayin St ", 3, 2/4,"3 bedrooms apartment for rent in new construction in Antarayin St, Center, Yerevan, 118509",1800,2184.0,40.1939961,44.5090378,2022-02-01,2022-02-01,118509.0,92,,2022,2022,1,1,2,2,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  Antarayin St ", Center, Antarayin St ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1726," Yerevan, Achapnyak, G 1 dis. ",nan,,"Land for sale sale in G 1 dis., Achapnyak, Yerevan, 119290",160000  ,2480.0,40.2199708,44.4359686,2022-02-25,2022-02-25,119290.0,1000,160.0,2022,2022,2,2,25,25,1,1,MyRealty.am,apartment,sale, Yerevan," Achapnyak,  G 1 dis. ", Achapnyak, G 1 dis. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727," Yerevan, Center, Leo St ", 4, 4/5,"4 bedrooms apartment for rent in Leo St, Center, Yerevan, 10635",630,8135.0,40.1746526,44.4899381,2015-10-07,2019-06-21,10635.0,110,,2015,2019,7,6,10,21,3,2,MyRealty.am,apartment,rent, Yerevan," Center,  Leo St ", Center, Leo St ,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1728," Yerevan, Center, Tumanyan St ",nan,0/5,"Commercial propertyfor rent in Tumanyan St, Center, Yerevan, 80193",1600,4452.0,40.1813863,44.5184003,2019-06-19,2019-06-19,80193.0,70,,2019,2019,6,6,19,19,2,2,MyRealty.am,property,rent, Yerevan," Center,  Tumanyan St ", Center, Tumanyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729," Yerevan, Center, Vazgen Sargsyan St ",nan,2/10,"Commercial property for sale in new construction in Vazgen Sargsyan St, Center, Yerevan, 115881",630000  ,1919.0,40.1761004,44.5111214,2021-11-02,2021-11-02,115881.0,106,5943.0,2021,2021,2,2,11,11,1,1,MyRealty.am,property,sale, Yerevan," Center,  Vazgen Sargsyan St ", Center, Vazgen Sargsyan St ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1730," Yerevan, Nor Norq, Bagrevand district ", 7,,"New build for sale in Bagrevand district, Nor Norq, Yerevan, 118762",220000  ,2863.0,40.2005289,44.5805552,2022-02-08,2022-02-08,118762.0,1000,220.0,2022,2022,8,8,2,2,3,3,MyRealty.am,apartment,sale, Yerevan," Nor Norq,  Bagrevand district ", Nor Norq, Bagrevand district ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1731," Yerevan, Center, Aram St ", 3, 4/11,"3 bedrooms apartment for sale in new construction in Aram St, Center, Yerevan, 129401",390000  ,1769.0,40.183333,44.516667,2023-02-17,2023-02-17,129401.0,82,4756.0,2023,2023,2,2,17,17,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Aram St ", Center, Aram St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732," Yerevan, Center, Mashtots Ave ", 3, 2/5,"3 bedrooms apartment for rent in Mashtots Ave, Center, Yerevan, 10252",1600,8506.0,40.183731,44.5111862,2015-10-05,2019-07-22,10252.0,127,,2015,2019,5,7,10,22,2,3,MyRealty.am,apartment,rent, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1733," Yerevan, Qanaqer-Zeytun, Droi St ", 4, 6/9,"4 bedrooms apartment for sale in Droi St, Qanaqer-Zeytun, Yerevan, 117767",84000  ,2330.0,40.200199,44.5395707,2022-01-08,2022-01-08,117767.0,100,840.0,2022,2022,8,8,1,1,3,3,MyRealty.am,apartment,sale, Yerevan," Qanaqer-Zeytun,  Droi St ", Qanaqer-Zeytun, Droi St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1734," Yerevan, Center, Antarayin St ", 3, 6/6,"3 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 128882",410000  ,1526.0,40.183333,44.516667,2023-02-06,2023-02-06,128882.0,133,3083.0,2023,2023,6,6,2,2,2,2,MyRealty.am,apartment,sale, Yerevan," Center,  Antarayin St ", Center, Antarayin St ,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1735," Kotayk, Nor Geghi, Nor Geghi ",nan,,"Land for sale sale in Nor Geghi, Nor Geghi, Kotayk, 118505",on request ,1351.0,40.3187714,44.5760235,2022-01-31,2022-01-31,118505.0,1000,,2022,2022,1,1,31,31,1,1,MyRealty.am,apartment,sale, Kotayk," Nor Geghi,  Nor Geghi ", Nor Geghi, Nor Geghi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736," Yerevan, Center, Koghbatsi St ", 2, 15/18,"2 bedrooms apartment for rent in new construction in Koghbatsi St, Center, Yerevan, 121361",1200,2044.0,40.1805207,44.5098893,2022-05-03,2022-05-03,121361.0,60,,2022,2022,3,3,5,5,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  Koghbatsi St ", Center, Koghbatsi St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1737," Yerevan, Arabkir, Orbeli Yeghbayrner St ",nan,1/5,"Commercial property for sale in Orbeli Yeghbayrner St, Arabkir, Yerevan, 129797",1200000  ,516.0,40.1929854,44.4875693,2023-02-25,2023-02-25,129797.0,800,1500.0,2023,2023,2,2,25,25,1,1,MyRealty.am,property,sale, Yerevan," Arabkir,  Orbeli Yeghbayrner St ", Arabkir, Orbeli Yeghbayrner St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738," Kotayk, Zovuni, Zovuni dis ", 3,,"New build for sale in Zovuni dis, Zovuni, Kotayk, 104870",50000  ,3091.0,40.183333,44.516667,2020-11-27,2021-03-02,104870.0,150,333.0,2020,2021,11,2,27,3,4,1,MyRealty.am,apartment,sale, Kotayk," Zovuni,  Zovuni dis ", Zovuni, Zovuni dis ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1739," Kotayk, Qasakh, Mush dis. ", 5,,"New build for sale in Mush dis., Qasakh, Kotayk, 124162",185000  ,1746.0,40.2289731,44.4475493,2022-07-20,2022-07-20,124162.0,500,370.0,2022,2022,7,7,20,20,3,3,MyRealty.am,apartment,sale, Kotayk," Qasakh,  Mush dis. ", Qasakh, Mush dis. ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1740," Yerevan, Center, Zakyan St ", 4, 4/6,"4 bedrooms apartment for rent in Zakyan St, Center, Yerevan, 133231",2200,98.0,40.1782807,44.5093851,2023-04-27,2023-04-27,133231.0,145,,2023,2023,4,4,27,27,2,2,MyRealty.am,apartment,rent, Yerevan," Center,  Zakyan St ", Center, Zakyan St ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1741," Yerevan, Center, Vardanants St ", 2, 4/10,"2 bedrooms apartment for rent in Vardanants St, Center, Yerevan, 80007",1000,4682.0,40.1791358,44.5184249,2019-06-17,2019-07-29,80007.0,55,,2019,2019,6,7,17,29,2,3,MyRealty.am,apartment,rent, Yerevan," Center,  Vardanants St ", Center, Vardanants St ,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1742," Yerevan, Erebuni, Azatamartikner St ", 7,," for sale in Azatamartikner St, Erebuni, Yerevan, 125052",560000  ,2428.0,40.14703876,44.52345978,2022-09-01,2022-11-04,125052.0,1744,321.0,2022,2022,1,4,9,11,1,2,MyRealty.am,apartment,sale, Yerevan," Erebuni,  Azatamartikner St ", Erebuni, Azatamartikner St ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1743," Yerevan, Arabkir, Baghramyan av(Arabkir) ",nan,1/5,"Commercial property for sale in Baghramyan av(Arabkir), Arabkir, Yerevan, 118502",255000  ,1761.0,40.1933762,44.4992674,2022-01-31,2022-01-31,118502.0,86,2965.0,2022,2022,1,1,31,31,1,1,MyRealty.am,property,sale, Yerevan," Arabkir,  Baghramyan av(Arabkir) ", Arabkir, Baghramyan av(Arabkir) ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744," Yerevan, Davtashen, Davtashen 4 district ", 3, 6/15,"3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 126144",162000  ,1694.0,40.2254881,44.4946577,2022-10-26,2022-10-26,126144.0,90,1800.0,2022,2022,10,10,26,26,4,4,MyRealty.am,apartment,sale, Yerevan," Davtashen,  Davtashen 4 district ", Davtashen, Davtashen 4 district ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745," Yerevan, Center, Saryan St ", 3, 4/6,"3 bedrooms apartment for sale in new construction in Saryan St, Center, Yerevan, 131223",450000  ,655.0,40.1822318,44.5045715,2023-03-20,2023-03-20,131223.0,128,3516.0,2023,2023,3,3,20,20,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Saryan St ", Center, Saryan St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1746," Yerevan, Center, Amiryan St ", 3, 13/19,"3 bedrooms apartment for sale in Amiryan St, Center, Yerevan, 128608",500000  ,1019.0,40.1794947,44.5108391,2023-01-28,2023-01-28,128608.0,98,5102.0,2023,2023,1,1,28,28,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Amiryan St ", Center, Amiryan St ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1747," Yerevan, Center, Pushkin St ", 3, 9/12,"3 bedrooms apartment for sale in new construction in Pushkin St, Center, Yerevan, 131691",320000  ,329.0,40.179847,44.5162567,2023-01-13,2023-03-30,131691.0,70,4571.0,2023,2023,1,3,13,30,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Pushkin St ", Center, Pushkin St ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1748," Yerevan, Arabkir, A. Avetisyan St ", 3, 4/8,"3 bedrooms apartment for sale in A. Avetisyan St, Arabkir, Yerevan, 127279",150000  ,2031.0,40.1979912,44.4998781,2022-11-30,2022-11-30,127279.0,72,2083.0,2022,2022,11,11,30,30,4,4,MyRealty.am,apartment,sale, Yerevan," Arabkir,  A. Avetisyan St ", Arabkir, A. Avetisyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1749," Yerevan, Center, Amiryan St ", 4, 4/4,"4 bedrooms apartment for sale in Amiryan St, Center, Yerevan, 125805",250000  ,1626.0,40.1806224,44.5081781,2022-10-10,2023-02-27,125805.0,123,2033.0,2022,2023,10,2,10,27,4,1,MyRealty.am,apartment,sale, Yerevan," Center,  Amiryan St ", Center, Amiryan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750," Yerevan, Arabkir, Arabkir 25 St ", 3, 4/7,"3 bedrooms apartment for rent in new construction in Arabkir 25 St, Arabkir, Yerevan, 129560",1600,834.0,40.183333,44.516667,2023-02-20,2023-02-20,129560.0,77,,2023,2023,2,2,20,20,1,1,MyRealty.am,apartment,rent, Yerevan," Arabkir,  Arabkir 25 St ", Arabkir, Arabkir 25 St ,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1751," Yerevan, Arabkir, V.Vagharshyan St ", 4, 8/14,"4 bedrooms apartment for sale in V.Vagharshyan St, Arabkir, Yerevan, 130325",130000  ,548.0,40.1970109,44.501999,2023-03-07,2023-03-07,130325.0,92,1413.0,2023,2023,7,7,3,3,3,3,MyRealty.am,apartment,sale, Yerevan," Arabkir,  V.Vagharshyan St ", Arabkir, V.Vagharshyan St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1752," Yerevan, Qanaqer-Zeytun, Sevak St ", 4, 15/15,"4 bedrooms apartment for sale in new construction in Sevak St, Qanaqer-Zeytun, Yerevan, 128184",410000  ,874.0,40.21033249,44.53466425,2023-01-11,2023-01-11,128184.0,170,2412.0,2023,2023,11,11,1,1,4,4,MyRealty.am,apartment,sale, Yerevan," Qanaqer-Zeytun,  Sevak St ", Qanaqer-Zeytun, Sevak St ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1753," Yerevan, Arabkir, A. Khachatrian St ", 2, 10/16,"2 bedrooms apartment for rent in new construction in A. Khachatrian St, Arabkir, Yerevan, 125646",1500,1420.0,40.2030209,44.4911347,2022-09-30,2022-09-30,125646.0,60,,2022,2022,9,9,30,30,3,3,MyRealty.am,apartment,rent, Yerevan," Arabkir,  A. Khachatrian St ", Arabkir, A. Khachatrian St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754," Yerevan, Center, Abovyan St ",nan,1/5,"Commercial property for sale in Abovyan St, Center, Yerevan, 118144",50000  ,2161.0,40.1890586,44.5246766,2022-01-18,2022-08-31,118144.0,13,3846.0,2022,2022,1,8,18,31,1,3,MyRealty.am,property,sale, Yerevan," Center,  Abovyan St ", Center, Abovyan St ,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1755," Yerevan, Arabkir, Baghramyan av(Arabkir) ",nan,1/9,"Commercial propertyfor rent in Baghramyan av(Arabkir), Arabkir, Yerevan, 129668",802,533.0,40.183333,44.516667,2023-02-22,2023-02-22,129668.0,85,,2023,2023,2,2,22,22,1,1,MyRealty.am,property,rent, Yerevan," Arabkir,  Baghramyan av(Arabkir) ", Arabkir, Baghramyan av(Arabkir) ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1756," Yerevan, Arabkir, N. Zaryan St ", 3, 5/7,"3 bedrooms apartment for sale in N. Zaryan St, Arabkir, Yerevan, 125841",162000  ,1665.0,40.2046704,44.5122719,2022-08-15,2022-10-11,125841.0,82,1976.0,2022,2022,8,11,15,10,3,4,MyRealty.am,apartment,sale, Yerevan," Arabkir,  N. Zaryan St ", Arabkir, N. Zaryan St ,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1757," Yerevan, Center, Moskovyan St ", 3, 4/5,"3 bedrooms apartment for rent in Moskovyan St, Center, Yerevan, 130404",2700,624.0,40.183333,44.516667,2022-03-21,2023-03-09,130404.0,150,,2022,2023,3,9,21,3,1,3,MyRealty.am,apartment,rent, Yerevan," Center,  Moskovyan St ", Center, Moskovyan St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
